scenario	sim_id	generation	tot_TE
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50070	176580
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50071	176808
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50072	176676
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50073	176476
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50074	176114
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50075	176265
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50076	176569
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50077	176387
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50078	176860
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50079	176672
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50080	176440
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50081	176414
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50082	176504
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50083	176543
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50084	176698
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50085	176506
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50086	176714
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50087	176862
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50088	176648
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50089	176624
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50090	176358
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50091	176120
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50092	175978
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50093	175894
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50094	175950
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50095	176129
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50096	176200
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50097	176066
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50098	175706
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50099	175668
DOM_NEUTRAL	3063800792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50100	175824
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50001	169800
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50002	170303
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50003	170514
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50004	170116
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50005	169757
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50006	169961
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50007	170136
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50008	170246
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50009	170336
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50010	170020
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50011	170348
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50012	170109
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50013	170100
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50014	169766
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50015	169818
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50016	169941
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50017	170268
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50018	169719
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50019	169956
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50020	169681
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50021	169398
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50022	169539
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50023	169495
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50024	170054
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50025	169858
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50026	169969
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50027	170123
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50028	169962
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50029	170223
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50030	170106
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50031	170204
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50032	170373
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50033	170684
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50034	170569
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50035	170808
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50036	170450
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50037	170384
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50038	170082
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50039	169687
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50040	169890
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50041	170054
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50042	170514
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50043	169586
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50044	169730
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50045	169380
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50046	169570
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50047	169696
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50048	169946
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50049	170165
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50050	169712
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50051	169894
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50052	169796
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50053	169304
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50054	169136
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50055	169366
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50056	169230
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50057	169200
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50058	169588
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50059	169852
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50060	169894
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50061	169679
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50062	169569
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50063	169491
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50064	169848
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50065	169610
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50066	169992
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50067	170136
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50068	170371
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50069	170375
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50070	170557
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50071	170728
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50072	170566
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50073	170746
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50074	170632
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50075	170800
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50076	170966
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50077	171268
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50078	170714
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50079	170702
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50080	170780
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50081	170702
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50082	170724
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50083	170830
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50084	170630
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50085	170791
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50086	170770
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50087	171066
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50088	170928
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50089	170670
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50090	170763
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50091	170598
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50092	170702
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50093	170917
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50094	170940
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50095	170978
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50096	170736
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50097	170681
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50098	170884
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50099	171173
DOM_NEUTRAL	3063810792438_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50100	171334
DOM_NEUTRAL	3064220792477_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50001	177002
DOM_NEUTRAL	3064220792477_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50002	176438
DOM_NEUTRAL	3064220792477_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50003	176682
DOM_NEUTRAL	3064220792477_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50004	176086
DOM_NEUTRAL	3064220792477_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50005	176298
DOM_NEUTRAL	3064220792477_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50006	176719
DOM_NEUTRAL	3064220792477_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50007	176646
DOM_NEUTRAL	3064220792477_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50008	176797
DOM_NEUTRAL	3064220792477_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50009	176588
DOM_NEUTRAL	3064220792477_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50010	176866
DOM_NEUTRAL	3064220792477_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	50011	176786
