ID	DISARM	DISCENT	ACTARM	ACTCENT	ARM	CENTER	SIM	DOM	SCENARIO
4308547040100_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	16511.5	17049	67094	67964	83605.5	85013	DOM_NEUTRAL	HIGH_LOW_HIGH	NEUTRAL
4308587040142_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	16520	17263	68770	65265	85290	82528	DOM_NEUTRAL	HIGH_LOW_HIGH	NEUTRAL
4308657040218_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	18301.5	17880	72581	72138	90882.5	90018	DOM_NEUTRAL	HIGH_LOW_HIGH	NEUTRAL
4308717040243_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	17389.5	15589	70208	69080	87597.5	84669	DOM_NEUTRAL	HIGH_LOW_HIGH	NEUTRAL
4308737040267_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	17044.5	17524	70983.5	68920	88028	86444	DOM_NEUTRAL	HIGH_LOW_HIGH	NEUTRAL
4308767040305_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	17149	18044	68827.5	71784	85976.5	89828	DOM_NEUTRAL	HIGH_LOW_HIGH	NEUTRAL
4308807040358_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	17364	17064	70241	68135	87605	85199	DOM_NEUTRAL	HIGH_LOW_HIGH	NEUTRAL
4308927040457_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	18480.5	18204	73488	75046	91968.5	93250	DOM_NEUTRAL	HIGH_LOW_HIGH	NEUTRAL
4309077040564_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	17284	16326	70069.5	69526	87353.5	85852	DOM_NEUTRAL	HIGH_LOW_HIGH	NEUTRAL
4309267040687_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	18469	18538	73293	73479	91762	92017	DOM_NEUTRAL	HIGH_LOW_HIGH	NEUTRAL
4309277040700_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	17286	17352	68679.5	69823	85965.5	87175	DOM_NEUTRAL	HIGH_LOW_HIGH	NEUTRAL
4309317040740_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	17893	18120	70473.5	70323	88366.5	88443	DOM_NEUTRAL	HIGH_LOW_HIGH	NEUTRAL
4309327040767_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	17688	19799	70098	73073	87786	92872	DOM_NEUTRAL	HIGH_LOW_HIGH	NEUTRAL
4309337040777_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	17080	18459	68888	71514	85968	89973	DOM_NEUTRAL	HIGH_LOW_HIGH	NEUTRAL
4309457040877_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	16324	18431	64372	63205	80696	81636	DOM_NEUTRAL	HIGH_LOW_HIGH	NEUTRAL
4309467040890_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	17642.5	15513	72874.5	69148	90517	84661	DOM_NEUTRAL	HIGH_LOW_HIGH	NEUTRAL
4309487040904_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt	17313	20896	68372.5	69846	85685.5	90742	DOM_NEUTRAL	HIGH_LOW_HIGH	NEUTRAL
4348567601004_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ALL_WEAK.txt	1784.5	1907	7198	7136	8982.5	9043	DOM_SEL_ALL_WEAK	HIGH_LOW_HIGH	SEL_ALL_WEAK
4373240538742_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ALL_WEAK.txt	1771	1935	7383	7305	9154	9240	DOM_SEL_ALL_WEAK	HIGH_LOW_HIGH	SEL_ALL_WEAK
4384053438682_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ALL_WEAK.txt	1617.5	1815	6423.5	6356	8041	8171	DOM_SEL_ALL_WEAK	HIGH_LOW_HIGH	SEL_ALL_WEAK
4386910850485_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ALL_WEAK.txt	1820	2003	7827.5	7523	9647.5	9526	DOM_SEL_ALL_WEAK	HIGH_LOW_HIGH	SEL_ALL_WEAK
4396771090684_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ALL_WEAK.txt	1753.5	1956	7326.5	7034	9080	8990	DOM_SEL_ALL_WEAK	HIGH_LOW_HIGH	SEL_ALL_WEAK
4402291236447_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ALL_WEAK.txt	1671	1798	6576.5	6318	8247.5	8116	DOM_SEL_ALL_WEAK	HIGH_LOW_HIGH	SEL_ALL_WEAK
4422111750046_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ALL_WEAK.txt	1757.5	1929	7087	7183	8844.5	9112	DOM_SEL_ALL_WEAK	HIGH_LOW_HIGH	SEL_ALL_WEAK
4433792136678_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_CENTR.txt	2407	1136	5069.5	3724	7476.5	4860	DOM_SEL_CENTR	HIGH_LOW_HIGH	SEL_CENTER
4443241201202_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ALL_WEAK.txt	1854.5	2124	7710.5	7536	9565	9660	DOM_SEL_ALL_WEAK	HIGH_LOW_HIGH	SEL_ALL_WEAK
4456042830693_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_CENTR.txt	2134	1012	4195.5	2930	6329.5	3942	DOM_SEL_CENTR	HIGH_LOW_HIGH	SEL_CENTER
