POS	VALUE	DOM	SCENARIO	SIM
0.9	5406.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2597738939671_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
1.1	3962	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2597738939671_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
1.9	3962	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2597738939671_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
2.1	5406.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2597738939671_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
3	5406.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2597738939671_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
0	3921	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2601829026598_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
0.9	3921	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2601829026598_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
1.1	2900	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2601829026598_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
1.9	2900	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2601829026598_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
2.1	3921	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2601829026598_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
3	3921	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2601829026598_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
0	4897	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2602786445989_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
0.9	4897	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2602786445989_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
1.1	3634	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2602786445989_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
1.9	3634	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2602786445989_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
2.1	4897	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2602786445989_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
3	4897	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2602786445989_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
0	4064.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2606156505868_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
0.9	4064.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2606156505868_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
1.1	3081	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2606156505868_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
1.9	3081	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2606156505868_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
2.1	4064.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2606156505868_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
3	4064.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2606156505868_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
0	4399.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2610326625954_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
0.9	4399.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2610326625954_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
1.1	3342	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2610326625954_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
1.9	3342	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2610326625954_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
2.1	4399.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2610326625954_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
3	4399.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2610326625954_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
0	87090.5	NO_DOMAINS	NEUTRAL	2615725234951_TE_DISARM_DISCENT_ACTARM_ACTCENT_NO_DOM_NEUTRAL.txt
0.9	87090.5	NO_DOMAINS	NEUTRAL	2615725234951_TE_DISARM_DISCENT_ACTARM_ACTCENT_NO_DOM_NEUTRAL.txt
1.1	85827	NO_DOMAINS	NEUTRAL	2615725234951_TE_DISARM_DISCENT_ACTARM_ACTCENT_NO_DOM_NEUTRAL.txt
1.9	85827	NO_DOMAINS	NEUTRAL	2615725234951_TE_DISARM_DISCENT_ACTARM_ACTCENT_NO_DOM_NEUTRAL.txt
2.1	87090.5	NO_DOMAINS	NEUTRAL	2615725234951_TE_DISARM_DISCENT_ACTARM_ACTCENT_NO_DOM_NEUTRAL.txt
3	87090.5	NO_DOMAINS	NEUTRAL	2615725234951_TE_DISARM_DISCENT_ACTARM_ACTCENT_NO_DOM_NEUTRAL.txt
0	3765.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2618296926532_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
0.9	3765.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2618296926532_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
1.1	2895	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2618296926532_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
1.9	2895	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2618296926532_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
2.1	3765.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2618296926532_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
3	3765.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG	2618296926532_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG.txt
0	81451	HIGH_LOW_HIGH	NEUTRAL	2624059170979_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt
0.9	81451	HIGH_LOW_HIGH	NEUTRAL	2624059170979_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt
1.1	76730	HIGH_LOW_HIGH	NEUTRAL	2624059170979_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt
1.9	76730	HIGH_LOW_HIGH	NEUTRAL	2624059170979_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt
2.1	81451	HIGH_LOW_HIGH	NEUTRAL	2624059170979_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt
3	81451	HIGH_LOW_HIGH	NEUTRAL	2624059170979_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_NEUTRAL.txt
0	232.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625570233230_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0.9	232.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625570233230_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.1	196	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625570233230_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.9	196	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625570233230_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
2.1	232.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625570233230_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
3	232.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625570233230_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0	234.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625580233230_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0.9	234.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625580233230_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.1	187	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625580233230_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.9	187	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625580233230_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
2.1	234.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625580233230_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
3	234.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625580233230_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0	239.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625610233255_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0.9	239.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625610233255_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.1	226	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625610233255_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.9	226	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625610233255_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
2.1	239.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625610233255_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
3	239.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625610233255_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0	214.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625720233331_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0.9	214.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625720233331_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.1	181	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625720233331_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.9	181	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625720233331_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
2.1	214.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625720233331_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
3	214.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625720233331_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0	230.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625760233359_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0.9	230.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625760233359_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.1	205	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625760233359_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.9	205	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625760233359_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
2.1	230.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625760233359_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
3	230.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625760233359_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0	239.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625770233374_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0.9	239.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625770233374_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.1	213	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625770233374_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.9	213	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625770233374_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
2.1	239.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625770233374_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
3	239.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625770233374_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0	238	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625850233419_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0.9	238	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625850233419_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.1	199	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625850233419_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.9	199	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625850233419_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
2.1	238	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625850233419_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
3	238	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625850233419_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0	198	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625860233436_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0.9	198	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625860233436_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.1	201	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625860233436_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.9	201	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625860233436_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
2.1	198	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625860233436_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
3	198	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625860233436_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0	221.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625900233464_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0.9	221.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625900233464_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.1	219	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625900233464_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.9	219	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625900233464_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
2.1	221.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625900233464_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
3	221.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625900233464_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0	222.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625910233476_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0.9	222.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625910233476_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.1	187	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625910233476_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.9	187	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625910233476_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
2.1	222.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625910233476_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
3	222.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2625910233476_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0	215.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2629780257301_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0.9	215.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2629780257301_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.1	212	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2629780257301_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.9	212	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2629780257301_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
2.1	215.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2629780257301_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
3	215.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2629780257301_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0	221.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2629860257327_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0.9	221.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2629860257327_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.1	189	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2629860257327_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.9	189	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2629860257327_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
2.1	221.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2629860257327_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
3	221.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2629860257327_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0	222.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2629920257345_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0.9	222.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2629920257345_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.1	170	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2629920257345_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
1.9	170	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2629920257345_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
2.1	222.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2629920257345_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
3	222.5	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2629920257345_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
0	200	HIGH_LOW_HIGH	SEL_ARM_WEAK_CENTER_STRONG_LOSS	2630070257487_TE_DISARM_DISCENT_ACTARM_ACTCENT_DOM_SEL_ARM_WEAK_CENTER_STRONG_LOSS.txt
