rep_class	rep_count	adj_r2	F	numdf	dendf	beta_Estimate	beta_std_error	t_value	p_value	arm_lower	arm_mean	arm_upper	center_lower	center_mean	center_upper	arm_cen_effect_size_lower	arm_cen_effect_size	arm_cen_effect_size_upper	percent_genome_repeat	repeat_total_bp	p_adjust	p_sig	species	label
Kolobok	22	-3.27823109889103E-05	0.61367312968528	1	11784	0.935561427326968	1.19427338505753	0.783372918657065	0.433423898057671	0.092256096536959	0.582117407533084	1.07197871852921	0.188225967922903	0.654107264086897	1.11998856025089	-0.039956852010599	-0.003845821205857	0.032265209598884	0.006812472913173	7285	0.560901515133457	FALSE	nigoni	
Penelope	27	-6.31981094578737E-05	0.255257346368865	1	11784	0.876425052901141	1.73470511274756	0.505229993536475	0.613406755003704	0.183918437250425	1.11282660332542	2.04173476940041	-0.005630902861604	0.311948404616429	0.629527712094462	-0.006654141596675	0.029458814393342	0.065571770383359	0.00785234523705	8397	0.749719367226749	FALSE	nigoni	
Copia	48	-6.82993539591337E-05	0.195147084526617	1	11784	-0.483705047069912	1.09496335576163	-0.44175455235528	0.658674935182048	0.511764471262127	0.93892093654564	1.36607740182915	0.551906836804432	1.0010183299389	1.45012982307337	-0.03972931337925	-0.003618286407561	0.032492740564128	0.01069048597713	11432	0.762676240737108	FALSE	nigoni	
Maverick	561	-7.40868668089867E-05	0.12695095612451	1	11784	-2.6162185473088	7.34270418485358	-0.356301776763049	0.721620957649518	11.2909849509958	14.2387173396675	17.1864497283391	10.7799519223146	13.7101154107264	16.6402788991383	-0.031517969814408	0.004593075222563	0.040704120259533	0.154019866330585	164703	0.79378305341447	FALSE	nigoni	
Bel-Pao	2168	-8.31023165555056E-05	0.020720579783045	1	11784	-5.84579661474942	40.6109126783956	-0.143946447622176	0.8855452191436	72.2119743033847	87.8707159823549	103.529457661325	74.9547318042748	91.7846232179226	108.61451463157	-0.042260040238382	-0.006148957480525	0.029962125277332	0.990034198426997	1058705	0.927714039102819	FALSE	nigoni	
I	9	-8.48400513346892E-05	0.000244814302713	1	11784	0.009727290334702	0.621689432404705	0.015646542835828	0.987516639288224	-0.050553052353124	0.082626399728538	0.215805851810199	-0.043000316767314	0.28275627970129	0.608512876169894	-0.05665161620928	-0.020539666645976	0.015572282917329	0.00201334992204	2153	0.987516639288224	FALSE	nigoni	
Tc1-Mariner	21136	0.061997966690898	826.403976262815	1	12487	791.450000028826	27.531335852512	28.7472429332416	4.94182599560018E-176	367.912340513572	380.682676913224	393.453013312877	146.190477281109	155.144001281435	164.097525281762	0.471654908279513	0.507294412560298	0.542933916841082	3.12925636364223	3346308	1.28487475885605E-174	TRUE	remanei	
Jockey	25436	0.041400811322186	540.342550982726	1	12487	1027.81726386547	44.2161906041365	23.2452694323539	4.76236943433863E-117	472.776591338483	493.49311559398	514.209639849478	188.075806834003	202.152010251482	216.22821366896	0.372612658112023	0.40805558696312	0.443498515814216	4.06260255822619	4344393	6.19108026464022E-116	TRUE	remanei	
Merlin	6926	0.034407342153054	445.989805292658	1	12487	337.518663224251	15.9821545696749	21.1184707138717	2.67817823834721E-97	128.070838010652	136.56516170349	145.059485396328	39.0926608080224	42.230337978536	45.3680151490496	0.330045174678866	0.365416463600902	0.400787752522937	1.0442020081038	1116630	2.32108780656758E-96	TRUE	remanei	
Helitron	6289	0.020640247337131	264.187667295142	1	12487	360.078600525189	22.1534332975302	16.2538508451118	8.40829185101178E-59	140.085190926545	150.895773294909	161.706355663272	39.0802799172892	45.4246355918629	51.7689912664366	0.259895600764425	0.295165838884768	0.330436077005111	1.14655368591021	1226081	5.46538970315766E-58	TRUE	remanei	
PiggyBac	5708	0.013802637055725	175.779753047897	1	12487	250.168146691497	18.8689435934038	13.2581956935284	7.51836667964421E-40	98.1073709109148	107.660582772975	117.213794635035	17.9196996608387	22.62758289284	27.3354661248412	0.244815876633882	0.280067170241719	0.315318463849556	0.760932183819315	813712	3.90955067341499E-39	TRUE	remanei	
Mutator	7580	0.013740179771991	174.977851954829	1	12487	223.783867259774	16.9175408694053	13.2279194114127	1.11894942826848E-39	115.263869957418	124.206532180596	133.149194403773	53.7433236757422	57.1494473810668	60.5555710863914	0.210587979417742	0.245799934767351	0.281011890116959	1.05911557269121	1132578	4.84878085583008E-39	TRUE	remanei	
Crypton	670	0.010927168276048	138.96605573873	1	12487	36.1207574342631	3.06409681288851	11.7883864773229	6.61289377569608E-32	9.32942610699741	11.0478706372078	12.7663151674182	0.248965833436397	0.47909658817876	0.709227342921124	0.178629707938283	0.213809533384425	0.248989358830568	0.067326122149182	71996	2.45621768811569E-31	TRUE	remanei	
hAT	9800	0.009694498403674	123.250048969664	1	12487	332.85988460403	29.9825045343536	11.1018038610698	1.6711923008421E-28	166.778294453346	177.274415626001	187.770536798655	76.1002162440594	89.455870575044	102.811524906029	0.146234624061578	0.181386424922042	0.216538225782505	1.55768478973048	1665729	5.43137497773682E-28	TRUE	remanei	
R2	3233	0.00876486397562	111.423468004316	1	12487	122.309185922457	11.5869928716655	10.5557315238839	6.14570137986294E-26	43.8590243302872	49.6978866474544	55.5367489646216	10.080715079527	13.0615088899568	16.0423027003865	0.16086923798105	0.196033131863356	0.231197025745662	0.366532550879284	391956	1.77542484307152E-25	TRUE	remanei	
Gypsy	5689	0.005640255610033	71.8350397886451	1	12487	360.657114686413	42.5526229887342	8.4755554265573	2.60062299012028E-17	190.323675823666	209.189241114313	228.054806404961	90.9368631435719	105.912542047093	120.888220950614	0.115287213216135	0.150416523314832	0.18554583341353	1.84017003408715	1967808	6.76161977431273E-17	TRUE	remanei	
Maverick	785	0.001929345191245	25.1402375995935	1	12487	162.03194448213	32.3158776276046	5.01400414834226	5.40402669169236E-07	64.6603720686548	80.0195325008005	95.3786929329462	21.5527379076066	31.4823001761973	41.4118624447881	0.057997590451252	0.093096327295005	0.128195064138758	0.651178896801135	696346	1.27731539985456E-06	TRUE	remanei	
Bel-Pao	2242	0.00150345598054	19.803428411891	1	12487	222.244136320155	49.9413318436177	4.45010431472017	8.65717661816679E-06	149.61292743751	171.641050272174	193.669173106839	83.0749707746865	100.78279673234	118.490622689994	0.052855359449748	0.087952055343196	0.123048751236644	1.59090833642357	1701257	1.8757216006028E-05	TRUE	remanei	
Sola	1095	0.000602188861184	8.52466576837005	1	12487	46.3849182192815	15.8868617059826	2.91970302742763	0.00350991271762	47.643917453568	54.9940762087736	62.3442349639792	27.7117291765139	32.882588499119	38.0534478217242	0.05121687847654	0.08631294840819	0.12140901833984	0.513183537792462	548779	0.00701982543524	TRUE	remanei	
P	48	0.000575329561119	8.18885151804033	1	12487	4.9412690843882	1.72674022622786	2.8616169411786	0.00422186285636	1.38460449568272	2.35526737111752	3.32593024655231	-0.043029824316549	0.065353195579049	0.173736215474646	0.0471404721627	0.082235035816708	0.117329599470715	0.014138336029411	15119	0.007840602447527	TRUE	remanei	
PIF-Harbinger	117	0.000495745956283	7.19394612580597	1	12487	9.34157191357209	3.48286283364484	2.68215326292253	0.007324618380069	2.34011887035512	4.03250080051233	5.72488273066953	0.374383100083415	1.38523145923434	2.39607981838527	0.012023683445184	0.047108288541303	0.082192893637422	0.031640359782732	33835	0.012696005192119	TRUE	remanei	
CACTA	584	0.000430531301171	6.3787906267528	1	12487	10.6904053025929	4.23277318387747	2.52562677899027	0.011561476974174	9.80870814997578	11.8178033941723	13.8268986383688	5.98137657308977	7.28511933365369	8.58886209421761	0.031300022859881	0.066389424916904	0.101478826973926	0.111557166256274	119295	0.018787400083033	TRUE	remanei	
Copia	544	0.000292265410552	4.65087747217426	1	12487	-29.8444349219231	13.8387196481162	-2.15658931467591	0.031056706659821	6.41029797953202	8.82981107909062	11.2493241786492	15.4340440088342	22.8835495755246	30.333055142215	-0.098049252423972	-0.062960822458493	-0.027872392493014	0.185169279197817	198013	0.04749849253855	TRUE	remanei	
L1	3	0.000258662943542	4.23101858373525	1	12487	0.672211354579639	0.326801000606639	2.05694399139481	0.039712338897262	-0.033658218684178	0.151296829971182	0.336251878626541	0	0	0	-0.006389747471062	0.028691797271101	0.063773342013264	0.0008837044479	945	0.057362267296045	FALSE	remanei	
I	14	4.14202791489959E-05	1.51727787180716	1	12487	3.45210889931704	2.80254068063745	1.23177833712367	0.218055093094026	0.001556727083825	1.58133205251361	3.16110737794339	-0.033534905328968	0.105718404613167	0.244971714555301	-0.002446418723718	0.032635656276217	0.067717731276153	0.009853538378326	10537	0.298391180023404	FALSE	remanei	
Kolobok	1	1.44222711918607E-05	1.18010792020858	1	12487	0.390399343122024	0.359375292660529	1.08632772228669	0.277354996054642	-0.099632222684916	0.103746397694524	0.307125018073965	0	0	0	-0.017188320019962	0.017892121742373	0.052972563504708	0.000605968764274	648	0.360561494871035	FALSE	remanei	
Penelope	14	-1.71188463018446E-05	0.786223506988867	1	12487	0.731042755969544	0.824460333605794	0.886692453440802	0.375261578842824	-0.018557988418641	0.352865834133846	0.724289656686332	-0.035057420077476	0.247477174435368	0.530011768948212	-0.027157527487872	0.007922350014005	0.043002227515881	0.003505828545159	3749	0.464609573805401	FALSE	remanei	
Dada	5	-2.97904720893971E-05	0.627987666970344	1	12487	-2.67446024274516	3.37489751257665	-0.792456728768419	0.428109467807998	0	0	0	-0.264020541903608	1.64664424155054	3.55730902500468	-0.065324273595961	-0.030242528490754	0.004839216614454	0.009613208173976	10280	0.505947552863998	FALSE	remanei	
DIRS	530	-5.86578783461356E-05	0.26752338073799	1	12487	8.11871090360095	15.696622185325	0.517226624158109	0.605007129949909	14.4747074179547	21.3834454050592	28.2921833921637	9.95393500405313	15.539484222329	21.1250334406049	-0.012004640627643	0.023076266775259	0.058157174178161	0.215618274465603	230574	0.683921103421636	FALSE	remanei	
tRNA	112	-7.72574044631824E-05	0.035284064514323	1	12487	0.113316395170605	0.603258495309355	0.187840529477328	0.851004715444986	0.412016091440064	0.636087095741274	0.860158100042485	0.468242352942754	0.725933045010412	0.983623737078069	-0.044310724602588	-0.009230797892837	0.025849128816914	0.007953340031096	8505	0.896996790208258	FALSE	remanei	
ERV	45	-7.76807382099065E-05	0.029998291684381	1	12487	1.21809557120253	7.03287830177296	0.173200149204268	0.862496913661786	0.276068008348595	1.92939481268012	3.58272161701164	0.202944418375853	3.82492391478456	7.44690341119327	-0.051785570150565	-0.016705218418029	0.018375133314506	0.033599471759822	35930	0.896996790208258	FALSE	remanei	
RTE	612	-8.00802300671144E-05	3.81640968464245E-05	1	12487	-0.069340584909043	11.2243191313145	-0.006177709676446	0.995071030865808	9.0142032223804	12.4012167787384	15.7882303350964	8.40111871056036	13.7773506327086	19.1535825548569	-0.042678648427785	-0.007598781936833	0.027481084554119	0.152866842431897	163470	0.995071030865808	FALSE	remanei	
