rep_class	rep_count	adj_r2	F	numdf	dendf	beta_Estimate	beta_std_error	t_value	p_value	arm_lower	arm_mean	arm_upper	center_lower	center_mean	center_upper	arm_cen_effect_size_lower	arm_cen_effect_size	arm_cen_effect_size_upper	percent_genome_repeat	repeat_total_bp	p_adjust	p_sig	species
Tc2	514	0.00374476195899165	38.6973854216081	1	10028	25.7513251162426	4.13960373807962	6.22072225883841	5.14625858752559e-10	6.6400842386534	8.9671052631579	11.2941262876624	0.464776279643229	0.728161148783406	0.991546017923583	0.0985150028990472	0.137706708630063	0.176898414361079	0.0477027440437023	48630	1.95557826325972e-09	TRUE	elegans
L2	139	0.00253982887790982	26.5368029260796	1	10028	40.4609574165282	7.85437903532925	5.15138844643651	2.63479197902644e-07	7.8696000531867	12.3141945773525	16.7587891015182	-0.0162818452857714	0.016952532907858	0.0501869111014874	0.0691212002880361	0.108295221248326	0.147469242208616	0.0606736135581969	61853	8.34350793358373e-07	TRUE	elegans
Chapaev	314	0.00181709259491081	19.2567959230393	1	10028	48.9177494846046	11.1474223194713	4.38825659266175	1.15431440529089e-05	10.3919961461001	16.1234051036683	21.8548140612365	1.83575051878223	4.47885919425608	7.12196786972993	0.0330633150939813	0.0722214125206291	0.111379509947277	0.101361709798969	103332	3.13313910007527e-05	TRUE	elegans
Mirage	113	0.00161303887176112	17.2033034031326	1	10028	36.0556923035437	8.69296466785995	4.14768651215741	3.38620511086024e-05	5.32510575916976	10.1784290271132	15.0317522950567	0.701884770771515	1.51715197447148	2.33241917817145	0.0297321949378965	0.0688891422936607	0.108046089649425	0.0575434581758516	58662	8.04223713829307e-05	TRUE	elegans
Pao	741	0.00102490495845031	11.2893174007214	1	10028	104.054536834526	30.9689997608321	3.35995794627274	0.000782451259940818	43.9861468956002	58.2681419457735	72.5501369959469	13.0093704367962	23.1679297965696	33.3264891563431	0.0392409098581378	0.0784012838271859	0.117561657796234	0.40064909868348	408437	0.00165184154876395	TRUE	elegans
ID	42	0.000592153027471398	6.94222141691252	1	10028	-1.10983112001624	0.421218723701836	-2.6348095598947	0.00843139251145263	0.0419209103473965	0.15311004784689	0.264299185346383	0.265702832199465	0.476665337056243	0.68762784191302	-0.0922767823642647	-0.0531245398925144	-0.0139722974207642	0.0030977846121738	3158	0.01601964577176	TRUE	elegans
Sola3	42	0.000483944935512737	5.85583371439143	1	10028	0.405023762208471	0.167373283285116	2.41988299601271	0.0155431632674986	0.131320389830849	0.215510366826156	0.299700343821464	0.000307662186106596	0.0436777024331871	0.0870477426802675	0.0318684267823152	0.0710261054275062	0.110183784072697	0.00127521215827294	1300	0.0268472820074976	TRUE	elegans
EnSpm	89	0.000444066893780293	5.4555254290604	1	10028	9.77320354407413	4.184259892718	2.33570662307156	0.0195261450557236	1.07414078895608	3.26255980861244	5.4509788282688	0.776950257276328	1.68348623853211	2.59002221978789	-0.0130522015897202	0.02609480263988	0.0652418068694801	0.0243330098447065	24806	0.030916396338229	TRUE	elegans
Pogo	3276	0.000377744771880129	4.78983390713167	1	10028	-21.3021280022873	9.73335947105715	-2.18856891761069	0.0286511716485279	41.0239886690432	44.6335725677831	48.243156466523	51.2072098844017	55.3667730355006	59.5263361865995	-0.115460556701903	-0.0763009773848963	-0.0371413980678892	0.491928784972657	501491	0.0418747893324639	TRUE	elegans
MuDR	3115	0.000258882084549494	3.59700074291351	1	10028	39.2370515227413	20.688361725307	1.89657605777188	0.0579126236323497	57.3516449992131	66.4078947368421	75.4641444744711	47.3712182608325	54.7959712804148	62.2207242999972	-0.000331000597433496	0.0388180241280517	0.0779670488535369	0.596258796303113	607849	0.078595703501046	FALSE	elegans
NeSL	66	5.63526839588713e-05	1.56519291756175	1	10028	10.1410596944693	8.10586566566981	1.25107670330869	0.210935680639217	1.35946433616305	5.78907496012759	10.2186855840921	-0.294235205633161	0.897686477861986	2.08960816135713	0.00258967205685059	0.0417392724731812	0.0808888728895118	0.0328994927510123	33539	0.26445198622076	FALSE	elegans
m44	5	4.85662961632327e-05	1.48709504062333	1	10028	0.675478195000627	0.553913527599981	1.21946506330576	0.222696409449061	-0.0393536865111653	0.274122807017544	0.587599300546253	0	0	0	-0.0049198485876624	0.0342283559681843	0.0733765605240309	0.00134878209048099	1375	0.26445198622076	FALSE	elegans
T2	6	-1.79736701941824e-05	0.819745301460918	1	10028	0.325542090919031	0.359556943981704	0.90539786914975	0.365276396271447	-0.0300339367525695	0.173444976076555	0.37692388890568	0	0	0	-0.00578328940037446	0.0333647723529148	0.0725128341062041	0.000853411213613427	870	0.408250089950441	FALSE	elegans
Tc4	1569	-3.27665471311356e-05	0.67139506607073	1	10028	-11.3262499148502	13.8228332008641	-0.819387006286251	0.412585118991617	34.5797244530292	39.618620414673	44.6575163763169	39.9330898353974	45.9190267251695	51.9049636149417	-0.0706732960746543	-0.0315255262999918	0.00762224347467073	0.420785679595039	428965	0.435506514491151	FALSE	elegans
Blackjack	1	-5.90311204429206e-05	0.408011838801973	1	10028	0.301721509169766	0.472356492405573	0.638758044021343	0.522994934412753	-0.130968699808164	0.136363636363636	0.403695972535437	0	0	0	-0.0191802279353178	0.0199660856613638	0.0591123992580453	0.000670957781737453	684	0.522994934412753	FALSE	elegans
Pao	5313	0.0127032709361584	159.273527284805	1	12300	-706.347151503756	55.9688520084248	-12.6203616146608	2.73636432391492e-36	120.69155752197	136.546902942611	152.402248363252	273.964028293804	301.47228092993	328.980533566056	-0.219036541438994	-0.183616735019067	-0.14819692859914	2.19055290481019	2694256	6.29363794500432e-35	TRUE	inopinata
CR1	5105	0.00553196479058693	69.4272359489959	1	12300	-136.195403744712	16.3454737981273	-8.33230075963387	8.76598208145711e-17	54.0904506022047	58.2632092342709	62.435967866337	83.4898227937809	91.7553243375061	100.020825881231	-0.16324623772979	-0.127864733827357	-0.0924832299249251	0.750249182206244	922764	1.00808793936757e-15	TRUE	inopinata
Tc1	45132	0.00510369680075062	64.1026310422015	1	12300	-475.028298118715	59.3309844402495	-8.00641187063232	1.28685874062327e-15	638.965640032618	661.081775321086	683.197910609554	748.801787884946	774.111038855471	799.420289825995	-0.154251072137937	-0.118874463888	-0.0834978556380627	7.17746140765376	8827871	9.86591701144507e-15	TRUE	inopinata
Mariner	16942	0.00461702737269598	58.0574897033095	1	12300	-247.240865693038	32.4482387382839	-7.61954655496699	2.73199128230976e-14	195.187976859587	206.387254105024	217.586531350461	256.724025564966	271.290359291172	285.856693017379	-0.160244262860142	-0.124864432359329	-0.0894846018585165	2.38888642807096	2938195	1.57089498732811e-13	TRUE	inopinata
Tc2	803	0.00228017849037254	29.1125773041494	1	12300	-44.1227577992983	8.17753331113059	-5.3956072229314	6.95580011991094e-08	9.8327879965064	12.2923101934645	14.7518323904226	20.1863976534757	24.1084376524142	28.0304776513528	-0.125587595285804	-0.0902242118831188	-0.0548608284804331	0.182041716132359	223901	3.19966805515903e-07	TRUE	inopinata
MuDR	2329	0.000916883819719772	12.2889385114355	1	12300	32.2797901616674	9.20817400080609	3.50555823107183	0.000457273393622067	35.6406317568688	39.6176231507072	43.5946145445456	24.5812989461967	27.9478133636807	31.3143277811647	0.0438098186332984	0.0791690670109874	0.114528315388676	0.337897673596937	415595	0.00175288134221792	TRUE	inopinata
CRE	47	0.000558750882338033	7.87703715421723	1	12300	-6.82310749396223	2.43108848580241	-2.8066059848538	0.00501451643109645	0.355058871526401	1.20013006015282	2.04520124877924	0.873705962154092	1.96016907819867	3.04663219424324	-0.054865304727806	-0.0195190579915242	0.0158271887447576	0.0158047928320862	19439	0.0164762682736026	TRUE	inopinata
Sola3	292	0.0003039897889201	4.74051547201404	1	12300	-12.5440760169254	5.76137167299531	-2.17727248455815	0.0294791874069225	8.15088063882522	10.3311656641197	12.5114506894141	10.3359797442217	12.7615021947651	15.1870246453084	-0.0616882002379833	-0.0263412623709711	0.00900567549604109	0.115487431876538	142043	0.0766088293974032	FALSE	inopinata
m44	28	0.000301647322203724	4.71168332976416	1	12300	-3.33053441005059	1.53435508869517	-2.17064122548249	0.0299773680250708	-0.0696735061347016	0.312632092342709	0.694937690820119	0.336866306919767	1.11672898715656	1.89659166739335	-0.0680742702853363	-0.0327264992810617	0.00262127172321294	0.00714829665001809	8792	0.0766088293974032	FALSE	inopinata
BovB	77	0.000239593943785588	3.94795141381086	1	12300	11.7800368273255	5.92871738476592	1.98694524680748	0.0469506117713146	2.24167596673273	5.23443342545928	8.22719088418582	0.786556805453715	2.30499105836449	3.82342531127527	-0.00449089356579928	0.0308566148098295	0.0662041231854583	0.0377049883012499	46375	0.107986407074024	FALSE	inopinata
L2	60	0.00022581667485877	3.7783983261092	1	12300	-2.21718372729477	1.14063793835582	-1.9438102598014	0.0519411108879446	0.203560989690275	0.517639408226305	0.831717826762334	0.813183536923131	1.37717444317997	1.94116534943681	-0.0824167424525674	-0.0470664440112411	-0.0117161455699147	0.00947604611646507	11655	0.108604140947521	FALSE	inopinata
Ac	595	0.000139908296688418	2.72125277510737	1	12300	6.422609538065	3.89338254463068	1.64962200976689	0.0990458052891384	7.10414043631551	8.61372134612258	10.1233022559297	5.38190027785998	6.98748171029101	8.59306314272204	-0.00926205271211283	0.0260848554606908	0.0614317636334943	0.0780222920183902	95963	0.181745536254211	FALSE	inopinata
Tc4	2481	0.000135182442402404	2.6631040464582	1	12300	16.6497246650601	10.2026500059328	1.63190197207375	0.102725737882815	40.3768914897523	44.3540887660543	48.3312860423563	35.1660964401701	39.3531133149081	43.5401301896462	-0.00473575999901717	0.0306117151239063	0.0659591902468297	0.418623342135039	514883	0.181745536254211	FALSE	inopinata
hobo	34	0.000101329626616464	2.24658205270273	1	12300	-3.39034216454535	2.2619468104342	-1.49886025122516	0.133935553557054	0.487184927335436	1.22874329377337	1.9703016602113	0.867956723198251	1.91172167127296	2.95548661934768	-0.0542020475918111	-0.0188558570761362	0.0164903334395387	0.0157056012725659	19317	0.220036980843732	FALSE	inopinata
NeSL	6	8.054020575754e-05	1.99080487065186	1	12300	0.220095834208683	0.155990257636543	1.4109588479654	0.158282039799151	-0.0134824573465637	0.0679564298488051	0.149395317044174	-0.0144468527284917	0.0196715981141278	0.0537900489567473	-0.0160158476348517	0.0193303829093718	0.0546766134535952	0.000438231562142829	539	0.242699127692032	FALSE	inopinata
Restless	5	-1.25552051879474e-05	0.845560360004561	1	12300	0.226790626384249	0.246633912823363	0.919543560688972	0.357829364494059	-0.0141272678782736	0.107137050886035	0.228401369650343	-0.0338800041246561	0.0352788164526093	0.104437637029875	-0.0171504324671723	0.0181957040160335	0.0535418404992393	0.000712227919178327	876	0.51437971146021	FALSE	inopinata
EnSpm	7	-2.00241974226412e-05	0.753687279719105	1	12300	0.174897336799197	0.201459431298817	0.868151645577604	0.385328258999934	-0.000974433126299926	0.0781986668834336	0.157371766893167	-0.0324823984126378	0.0495854332628841	0.131653264938406	-0.0264758086705694	0.00886977022210658	0.0442153491147826	0.000639053817892882	786	0.521326468058734	FALSE	inopinata
ID	27	-5.5807373654515e-05	0.313551805547583	1	12300	0.266794484869627	0.476455335523397	0.559956967585528	0.575518987374007	0.00125014093531101	0.25264184685417	0.504033552773029	-0.00184471328293337	0.0957567875142253	0.193358288311384	-0.014781804843044	0.020564534465947	0.0559108737749379	0.00174235665616342	2143	0.735385372755676	FALSE	inopinata
Chapaev	1	-6.61746428729515e-05	0.186039581557895	1	12300	-0.00777179307780228	0.0180184965971212	-0.431323059385763	0.666241044967335	0	0	0	-0.00499612964050228	0.00520240611282718	0.0154009418661566	-0.0533780501190099	-0.0180319267426334	0.017314196633743	2.60174582348247e-05	32	0.806502317592037	FALSE	inopinata
Tx1	8	-6.9808901010715e-05	0.14134065073041	1	12300	-0.261782662243229	0.696317542801695	-0.375952990053825	0.706958328740673	-0.00594870998730978	0.0308892862949114	0.0677272825771326	-0.0625076396005986	0.329865062591449	0.722237764783496	-0.0621638138292622	-0.0268168201195545	0.00853017359015328	0.00180414811947113	2219	0.813002078051774	FALSE	inopinata
Pogo	1	-7.47372120093459e-05	0.0807262590284291	1	12300	0.00239976715843567	0.0084462064378889	0.284123668546691	0.77632039180448	-0.00234193576898544	0.00243862786538774	0.00721919149976093	0	0	0	-0.017314196633743	0.0180319267426334	0.0533780501190099	1.21956835475741e-05	15	0.850255667214431	FALSE	inopinata
Mirage	120	-7.85553559803365e-05	0.0337664689029159	1	12300	0.922979766784257	5.02284015040236	0.183756547918476	0.854207474351475	3.33163214998049	5.4924402536173	7.6532483572541	3.12506089812432	4.97268736790766	6.82031383769099	-0.0288831352452888	0.00646236210871683	0.0418078594627225	0.0523365563760595	64371	0.893035086821997	FALSE	inopinata
R1	1	-8.05353602730818e-05	0.00941431045664723	1	12300	-0.00775808072592254	0.0799576527301801	-0.0970273696265505	0.922706240018875	0	0	0	-0.0221703252797289	0.0230856771256706	0.0683416795310701	-0.0533780501190099	-0.0180319267426334	0.017314196633743	0.000115452470917035	142	0.922706240018875	FALSE	inopinata
Tc1	27980	0.0160207228417937	192.878246903551	1	11784	526.441347520235	37.9060356829644	13.8880613083163	1.64696388197055e-43	422.879174538288	439.95554801493	457.031921491573	278.658244400374	291.662253903598	304.666263406822	0.213250581652753	0.249501803760351	0.285753025867948	3.59911675985899	4311572	3.62332054033521e-42	TRUE	nigoni
CR1	9711	0.00315173911180511	38.2606813794614	1	11784	171.737114001096	27.7643691703807	6.18552191649674	6.39479729951587e-10	129.613071921487	141.960637936885	154.308203952283	93.4459235621132	103.183469110659	112.921014659204	0.0529237058168449	0.0890525971437885	0.125181488470732	1.20595151995972	1444673	7.03427702946746e-09	TRUE	nigoni
Ac	633	0.00234718444321569	28.7266482206644	1	11784	35.5924559493896	6.64072472702366	5.35972464037701	8.49204570602473e-08	13.5921132350957	17.0388530709196	20.4855929067435	3.6515448815422	5.14646978954515	6.64139469754809	0.0781644675710792	0.114304941248572	0.150445414926066	0.109144533908181	130750	6.22750018441813e-07	TRUE	nigoni
EnSpm	579	0.00131740203959252	16.5460634522979	1	11784	13.0958469725424	3.21948383531609	4.0676852695726	4.77916226210833e-05	6.32287550287393	7.98506956226671	9.64726362165949	3.00893202572011	3.75475220638153	4.50057238704296	0.0477216683929612	0.0838485299011429	0.119975391409325	0.0577543622753751	69187	0.000262853924415958	TRUE	nigoni
L2	1572	0.00120383497694099	15.2042948301911	1	11784	41.2554073994283	10.5802940746649	3.89926849937155	9.70188770057367e-05	27.3430613157278	32.864099083814	38.3851368519003	14.5522428291173	16.8630346232179	19.1738264173186	0.0604082719181629	0.0965402979403637	0.132672323962564	0.244632342776777	293058	0.000426883058825241	TRUE	nigoni
Tc2	24436	0.00107634557670599	13.6984004886774	1	11784	-72.1701199297996	19.4994560862431	-3.70113502707985	0.000215615089574495	218.136952125566	225.964370546318	233.79178896707	265.54086904854	273.284962661236	281.029056273931	-0.191372380564863	-0.155207056125285	-0.119041731685706	2.45588056557821	2942029	0.000790588661773148	TRUE	nigoni
Tip100	49	0.000710164953939163	9.37524178536989	1	11784	4.99312725972082	1.6307275058257	3.06190166160998	0.0022043118619813	0.930483048502652	1.75873769935528	2.5869923502079	0.216985623648962	0.624575695858792	1.03216576806862	0.00825154324420155	0.0443669830160324	0.0804824227878632	0.0117250028548704	14046	0.00692783728051266	TRUE	nigoni
ID	113	0.000340243428836096	5.0111335706748	1	11784	1.27985051227595	0.571730363211026	2.2385561352521	0.025203406312167	0.562904147297095	0.809636918900577	1.05636969050406	0.324830400996774	0.53428377460964	0.743737148222506	-0.00538827932881208	0.03072484861785	0.0668379765645121	0.00661127884170395	7920	0.0693093673584593	FALSE	nigoni
Sola3	4	0.00024468969090452	3.8843737838402	1	11784	0.101311499455449	0.051404156364194	1.97088147381831	0.0487608009980431	-0.00228604684975192	0.0268069222938582	0.0558998914374682	0	0	0	-0.0028422325513832	0.0332712631636279	0.069384758878639	0.000131891673862276	158	0.119193069106328	FALSE	nigoni
hATx	1	7.2791489238333e-05	1.85791014923197	1	11784	-0.310797197676338	0.228015694426178	-1.36305177789839	0.172892236357868	0	0	0	-0.063242074489563	0.0658520027155465	0.194946079920656	-0.0545373147559071	-0.0184255511078385	0.0176862125402301	0.000323885882649133	388	0.38036291998731	FALSE	nigoni
