rep_class	rep_count	adj_r2	F	numdf	dendf	beta_Estimate	beta_std_error	t_value	p_value	arm_lower	arm_mean	arm_upper	center_lower	center_mean	center_upper	arm_cen_effect_size_lower	arm_cen_effect_size	arm_cen_effect_size_upper	percent_genome_repeat	repeat_total_bp	p_adjust	p_sig	species
LTR	7292	0.000725120488383579	9.55174600183863	1	11784	148.294992990923	47.9827467348934	3.09058991162509	0.00200225006026121	164.845349944883	184.065320665083	203.285291385284	126.392687472606	145.58638832315	164.780089173694	0.0150437483367715	0.0511606526131036	0.0872775568894356	1.62166322412703	1942676	0.00360405010847018	TRUE	nigoni
DIRS	72	9.26139696941775e-05	2.09155672624836	1	11784	8.34581561027553	5.77077260460259	1.44622153429147	0.148141671551518	1.98236800115866	4.62945368171021	7.27653936226177	0.28783485609506	2.20145960624576	4.11508435639645	-0.00926868211597897	0.026843941613969	0.0629565653439169	0.0336048298397065	40257	0.198963950495054	FALSE	nigoni
SINE	928	8.69721160847714e-05	2.02505553930852	1	11784	3.69651539329941	2.59761061119046	1.42304446146581	0.154749739273931	6.22573529555352	7.27485578554462	8.32397627553572	4.77478024808727	5.80482009504413	6.83485994200098	-4.617521129055e-06	0.0361093225654002	0.0722232626519295	0.0643431026664824	77080	0.198963950495054	FALSE	nigoni
PLE	27	-6.3206893011758e-05	0.255153845268638	1	11784	0.875433887778413	1.73309470405005	0.505127553464112	0.613478696494175	0.183835480743707	1.11197828299966	2.04012108525562	-0.00539130195768589	0.311608961303462	0.628609224564611	-0.00664550280718368	0.0294674543318212	0.065580411470826	0.00700361483357274	8390	0.669073389994411	FALSE	nigoni
Maverick	561	-6.93559269075994e-05	0.182697086196391	1	11784	-3.12640932486308	7.31442223406244	-0.427430796967633	0.669073389994411	11.020572926139	13.9521547336274	16.8837365411158	10.7115461748538	13.6352681602172	16.5589901455807	-0.0333469200816434	0.00276409458573329	0.03887510925311	0.135709019587416	162573	0.669073389994411	FALSE	nigoni
NA	85793	0.0940057267967094	1296.7515858093	1	12487	2142.75113527441	59.5036134839002	36.0104371788139	2.89899590591963e-270	1156.80407551718	1185.45020813321	1214.09634074923	506.607176161461	523.833413423034	541.059650684607	0.658203367962375	0.694324613991091	0.730445860019808	8.46485927072953	10674614	2.89899590591963e-269	TRUE	remanei
TIR	53000	0.0913046473222976	1255.77964908803	1	12487	1806.14448458158	50.9677860364373	35.4369813766357	3.47135245866827e-262	890.331468421143	912.491034261928	934.650600102713	365.871695447791	384.285760051257	402.699824654723	0.607172244010517	0.643147450737144	0.679122657463772	6.42203922098656	8098515	1.73567622933413e-261	TRUE	remanei
LINE	29298	0.0365639910963843	474.940268571929	1	12487	984.808787413572	45.1889674914622	21.79312434168	2.24794240273355e-103	466.623765933688	487.300832532821	507.977899131954	193.651752097555	208.740669549896	223.829587002236	0.346364609345489	0.381762445209621	0.417160281073754	3.44700661364536	4346849	7.49314134244517e-103	TRUE	remanei
Helitron	6289	0.0185508367007831	237.041618233824	1	12487	326.870167971255	21.2306350297365	15.396155956401	5.3249711820338e-53	127.698986947124	138.012648094781	148.326309242437	35.698669592813	41.8563190773666	48.0139685619203	0.245556994512666	0.280809196146488	0.31606139778031	0.890793911025188	1123336	1.33124279550845e-52	TRUE	remanei
Crypton	670	0.010650000599907	135.428875092013	1	12487	24.3429817140317	2.09179026401219	11.6373912494173	3.85116581955868e-31	6.15038861589449	7.3154018571886	8.48041509848271	0.190168543510468	0.401409578728176	0.612650613945883	0.169649381484415	0.204820979380368	0.239992577276322	0.0382205189930635	48198	7.70233163911736e-31	TRUE	remanei
LTR	8597	0.00522836872781129	66.6350328259844	1	12487	548.837995637894	67.2346055969943	8.16302841021542	3.57935238491078e-16	354.828642133941	383.896253602305	412.96386507067	204.852340715483	229.424475412462	253.996610109441	0.107252443243953	0.142376599065228	0.177500754886503	3.03724027266857	3830113	5.96558730818463e-16	TRUE	remanei
Maverick	785	0.0018389888036956	24.0076029046938	1	12487	154.902814955437	31.6143975672404	4.89975539233275	9.71601045725806e-07	62.4779198426682	77.5046429715018	92.5313661003353	20.6547792483184	30.3663302899247	40.0778813315311	0.0573235659573481	0.0924220286802419	0.127520491403136	0.534214184210468	673671	1.38800149389401e-06	TRUE	remanei
SINE	938	0.000824833510905454	11.309024112741	1	12487	13.4200898157444	3.99064281191903	3.36288925073976	0.000773630577899018	8.22261117622206	10.0802113352546	11.9378114942871	6.02632522296538	7.3121896524107	8.59805408185602	0.00789661569245514	0.0429804055610331	0.0780641954296111	0.0861274075346617	108611	0.000967038222373773	TRUE	remanei
PLE	14	-1.80417145170253e-05	0.774699133925648	1	12487	0.720650946572597	0.818763410189794	0.880169946047719	0.378784190672177	-0.0180219077819996	0.34934357989113	0.71670906756426	-0.0350574200774763	0.247477174435368	0.530011768948212	-0.0273690161391797	0.00771085411358732	0.0427907243663543	0.00295547272266791	3727	0.420871322969086	FALSE	remanei
DIRS	530	-6.03760264943354e-05	0.246069700455704	1	12487	7.77241893408104	15.6684894955872	0.496054130570151	0.619864951275773	14.2897992311394	21.1849183477426	28.0800374643457	9.87029362818515	15.4473810667948	21.0244685054045	-0.0123841935748549	0.0226966757348942	0.0577775450446433	0.181403537581108	228759	0.619864951275773	FALSE	remanei
